3;h_std_bd_1_2_0
6;h_std_rh_1_2_0
9;h_std_lh_1_2_0
12;h_std_hd_1_2_0
15;h_std_hd_2_2_0
18;h_std_fc_1_2_0
21;h_std_ey_1_2_0
24;h_std_ey_3_2_0
27;h_std_ey_4_2_0
30;h_std_ey_6_2_0
33;h_std_ey_2_2_0
36;h_std_ey_5_2_0
39;h_std_ey_7_2_0
42;h_std_ey_8_2_0
45;h_std_ey_9_2_0
48;h_std_hr_1_2_0
51;h_std_hrb_1_2_0
54;h_std_hr_2_2_0
57;h_std_hrb_2_2_0
60;h_std_hr_3_2_0
63;h_std_hrb_3_2_0
66;h_std_hr_4_2_0
69;h_std_hrb_4_2_0
72;h_std_hr_5_2_0
75;h_std_hrb_5_2_0
78;h_std_hr_6_2_0
81;h_std_hrb_6_2_0
84;h_std_hr_8_2_0
87;h_std_hrb_8_2_0
90;h_std_hr_9_2_0
93;h_std_hrb_9_2_0
96;h_std_hr_10_2_0
99;h_std_hrb_10_2_0
102;h_std_hr_11_2_0
105;h_std_hrb_11_2_0
108;h_std_hr_16_2_0
111;h_std_hrb_16_2_0
114;h_std_hr_17_2_0
117;h_std_hrb_17_2_0
120;h_std_hr_18_2_0
123;h_std_hrb_18_2_0
126;h_std_hr_19_2_0
129;h_std_hrb_19_2_0
132;h_std_hr_20_2_0
135;h_std_hrb_20_2_0
138;h_std_hr_23_2_0
141;h_std_hrb_23_2_0
144;h_std_hr_24_2_0
147;h_std_hrb_24_2_0
150;h_std_hr_26_2_0
153;h_std_hrb_26_2_0
156;h_std_hr_200_2_0
159;h_std_hrb_200_2_0
162;h_std_hr_201_2_0
165;h_std_hrb_201_2_0
168;h_std_hr_202_2_0
171;h_std_hrb_202_2_0
174;h_std_hr_203_2_0
177;h_std_hrb_203_2_0
180;h_std_hr_501_2_0
183;h_std_hrb_501_2_0
186;h_std_hr_503_2_0
189;h_std_hrb_503_2_0
192;h_std_hr_504_2_0
195;h_std_hrb_504_2_0
198;h_std_hr_506_2_0
201;h_std_hrb_506_2_0
204;h_std_hr_507_2_0
207;h_std_hrb_507_2_0
210;h_std_hr_508_2_0
213;h_std_hrb_508_2_0
216;h_std_hr_509_2_0
219;h_std_hrb_509_2_0
222;h_std_hr_27_2_0
225;h_std_hrb_27_2_0
228;h_std_hr_28_2_0
231;h_std_hrb_28_2_0
234;h_std_hr_29_2_0
237;h_std_hrb_29_2_0
240;h_std_hr_30_2_0
243;h_std_hrb_30_2_0
246;h_std_hr_31_2_0
249;h_std_hrb_31_2_0
252;h_std_hr_32_2_0
255;h_std_hrb_32_2_0
258;h_std_hr_33_2_0
261;h_std_hrb_33_2_0
264;h_std_hr_34_2_0
267;h_std_hrb_34_2_0
270;h_std_hr_36_2_0
273;h_std_hrb_36_2_0
276;h_std_hr_35_2_0
279;h_std_hrb_35_2_0
282;h_std_ha_1_2_0
285;h_std_ha_2_2_0
288;h_std_ha_3_2_0
291;h_std_ha_4_2_0
294;h_std_ha_5_2_0
297;h_std_ha_6_2_0
300;h_std_ha_7_2_0
303;h_std_ha_8_2_0
306;h_std_ha_9_2_0
309;h_std_ha_10_2_0
312;h_std_ha_11_2_0
315;h_std_ha_12_2_0
318;h_std_ha_13_2_0
321;h_std_ha_14_2_0
324;h_std_ha_15_2_0
327;h_std_ha_16_2_0
330;h_std_ha_17_2_0
333;h_std_ha_18_2_0
336;h_std_ha_19_2_0
339;h_std_ha_20_2_0
342;h_std_ha_21_2_0
345;h_std_ha_22_2_0
348;h_std_ha_23_2_0
351;h_std_ha_24_2_0
354;h_std_ha_25_2_0
357;h_std_ha_26_2_0
360;h_std_ha_27_2_0
363;h_std_lg_1_2_0
366;h_std_lg_2_2_0
369;h_std_lg_4_2_0
372;h_std_lg_6_2_0
375;h_std_lg_201_2_0
378;h_std_lg_3_2_0
381;h_std_lg_5_2_0
384;h_std_lg_200_2_0
387;h_std_lg_7_2_0
390;h_std_lg_1007_2_0
393;h_std_ch_1_2_0
396;h_std_ch_3_2_0
399;h_std_ch_5_2_0
402;h_std_ch_8_2_0
405;h_std_ch_9_2_0
408;h_std_ch_10_2_0
411;h_std_ch_20_2_0
414;h_std_ch_1020_2_0
417;h_std_ch_21_2_0
420;h_std_ch_1021_2_0
423;h_std_ch_100_2_0
426;h_std_ch_1100_2_0
429;h_std_ch_105_2_0
432;h_std_ch_200_2_0
435;h_std_ch_1200_2_0
438;h_std_ch_202_2_0
441;h_std_ch_1202_2_0
444;h_std_ch_207_2_0
447;h_std_ch_1207_2_0
450;h_std_ch_501_2_0
453;h_std_ch_502_2_0
456;h_std_ch_800_2_0
459;h_std_ch_1800_2_0
462;h_std_ch_2_2_0
465;h_std_ch_4_2_0
468;h_std_ch_6_2_0
471;h_std_ch_15_2_0
474;h_std_ch_16_2_0
477;h_std_ch_17_2_0
480;h_std_ch_18_2_0
483;h_std_ch_22_2_0
486;h_std_ch_23_2_0
489;h_std_ch_1023_2_0
492;h_std_ch_101_2_0
495;h_std_ch_1101_2_0
498;h_std_ch_106_2_0
501;h_std_ch_201_2_0
504;h_std_ch_203_2_0
507;h_std_ch_204_2_0
510;h_std_ch_1204_2_0
513;h_std_ch_205_2_0
516;h_std_ch_1205_2_0
519;h_std_ch_206_2_0
522;h_std_ch_1206_2_0
525;h_std_ch_503_2_0
528;h_std_ch_504_2_0
531;h_std_ch_505_2_0
534;h_std_ch_506_2_0
537;h_std_ch_507_2_0
540;h_std_ch_1507_2_0
543;h_std_ch_208_2_0
546;h_std_ch_1208_2_0
549;h_std_ch_209_2_0
552;h_std_ch_210_2_0
555;h_std_ch_1210_2_0
558;h_std_rs_1_2_0
561;h_std_ls_1_2_0
564;h_std_rs_2_2_0
567;h_std_ls_2_2_0
570;h_std_rs_17_2_0
573;h_std_ls_17_2_0
576;h_std_rs_800_2_0
579;h_std_ls_800_2_0
582;h_std_rs_1800_2_0
585;h_std_ls_1800_2_0
588;h_std_ch_801_2_0
591;h_std_rs_801_2_0
594;h_std_ls_801_2_0
597;h_std_ch_1801_2_0
600;h_std_rs_1801_2_0
603;h_std_ls_1801_2_0
606;h_std_ch_802_2_0
609;h_std_ch_1802_2_0
612;h_std_rs_1802_2_0
615;h_std_ls_1802_2_0
618;h_std_rs_802_2_0
621;h_std_ls_802_2_0
624;h_std_ch_803_2_0
627;h_std_sh_1_2_0
630;h_std_sh_2_2_0
633;h_std_sh_3_2_0
636;h_std_sh_4_2_0
639;h_std_sh_5_2_0
642;h_std_sh_6_2_0
645;h_std_sh_7_2_0
648;h_std_sh_8_2_0
651;h_std_he_1_2_0
654;h_std_he_2_2_0
657;h_std_he_3_2_0
660;h_std_he_4_2_0
663;h_std_he_5_2_0
666;h_std_he_6_2_0
669;h_std_he_7_2_0
672;h_std_he_8_2_0
675;h_std_he_9_2_0
678;h_std_he_10_2_0
681;h_std_ca_1_2_0
684;h_std_ca_2_2_0
687;h_std_ca_3_2_0
690;h_std_ca_4_2_0
693;h_std_ca_5_2_0
696;h_std_ca_6_2_0
699;h_std_ca_7_2_0
702;h_std_ca_8_2_0
705;h_std_ca_9_2_0
708;h_std_ca_10_2_0
711;h_std_ca_11_2_0
714;h_std_ca_12_2_0
717;h_std_ca_13_2_0
720;h_std_ca_14_2_0
723;h_std_ca_15_2_0
726;h_std_ca_16_2_0
729;h_std_ca_17_2_0
732;h_std_ca_18_2_0
735;h_std_ca_19_2_0
738;h_std_ea_1_2_0
741;h_std_ea_2_2_0
744;h_std_ea_3_2_0
747;h_std_ea_4_2_0
750;h_std_ea_5_2_0
753;h_std_ea_6_2_0
756;h_std_fa_1_2_0
759;h_std_fa_2_2_0
762;h_std_fa_3_2_0
765;h_std_fa_4_2_0
768;h_std_fa_5_2_0
771;h_std_fa_6_2_0
774;h_std_fa_7_2_0
777;h_std_fa_8_2_0
780;h_std_fa_9_2_0
783;h_std_fa_10_2_0
786;h_std_fa_11_2_0
789;h_std_fa_12_2_0
792;h_std_wa_1_2_0
795;h_std_wa_2_2_0
798;h_std_wa_3_2_0
801;h_std_wa_4_2_0
804;h_std_wa_5_2_0
807;h_std_wa_6_2_0
810;h_std_wa_7_2_0
813;h_std_wa_8_2_0
816;h_std_wa_9_2_0
819;h_std_wa_10_2_0
822;h_std_wa_11_2_0
825;h_std_wa_12_2_0
